Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_T4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep05-20210522-0155-e91.fits	1	0	59357.950647	2459357.950647	2459357.955015	1.018455	41.100000	-80	NaN	67	16.352143	31.578695	NaN	NaN	1.994286	0.864821	8.982616	15	30	45	0.140863	0.695019	0.151115	0.566887	0.613123	0.209417	0.038124	0.000161	0.000519	0.000166	0.000336	0.000463	0.000217	0.000116	873.773319	1337.953455	911.941104	1688.747814	1323.017632	964.642708	328.172027	9564827.697645	3570.886396	1048.915483	1038.117680	1049.415483	1010.382320	16.351999	31.577618	1347332.929556	706.858347	1457.620704	924.337124	25440.689453	1906.086184	751.923562	3052	9.074710	9.437306	9.335212	9.539400	56.907601	0.997130	1896.118266	888.258864	1896.618266	1160.241136	16.347049	31.587885	3921926.195309	2169.412774	1807.828479	59351.781250	5548.390582	751.243997	10.716161	10.359446	10.376793	10.342099	41.801367	0.999097	1991.138530	1209.563160	1991.638530	838.936840	16.346523	31.563854	1445386.195799	1490.268996	969.882753	22216.859375	2044.803180	745.602956	10.803008	10.405732	10.419544	10.391920	43.551330	0.997242	117.528366	1359.450213	118.028366	689.049787	16.357452	31.554619	5422173.075092	2492.242649	2175.620049	125860.289062	7670.805753	756.698168	7.452160	8.586804	8.281014	8.892593	70.058475	0.991407	214.430430	1972.450134	214.930430	76.049866	16.356934	31.508871	3635441.356394	2101.905440	1729.593200	81224.679688	5143.097442	748.063931	7.713936	8.670117	8.330399	9.009836	66.138520	0.986471	20.563378	1061.723435	21.063378	986.776565	16.357994	31.576886	1656200.329591	1580.540795	1047.869397	40730.476562	2343.044171	746.357580	7.377605	8.546897	8.227234	8.866560	72.386594	0.991638	1418.080614	1491.441625	1418.580614	557.058375	16.349885	31.543473	351259.816351	1062.432205	330.618570	6518.720215	496.930987	748.877982	9.740733	9.657870	9.579767	9.735973	51.299587	0.994503	0.999993	0.001144
ogg2m001-ep05-20210522-0156-e91.fits	2	0	59357.951460	2459357.951460	2459357.955829	1.018596	41.500000	-80	NaN	67	16.352144	31.578681	NaN	NaN	1.996774	0.864863	8.856287	15	30	45	0.140748	0.695633	0.151402	0.566078	0.612703	0.209436	0.038054	0.000162	0.000521	0.000166	0.000336	0.000464	0.000218	0.000117	870.137313	1335.757756	910.793979	1685.331827	1320.503249	961.384490	326.202297	9545490.786738	3570.829106	1049.051062	1037.897448	1049.551062	1010.602552	16.351999	31.577620	1343506.265870	706.858347	1459.929372	920.254289	22567.023438	1900.672563	757.809346	3040	8.897386	9.441473	9.297637	9.585309	74.848310	0.998755	1896.233289	888.066518	1896.733289	1160.433482	16.347050	31.587887	3916033.777332	2167.502849	1806.702944	51649.320312	5540.054515	755.130633	10.642504	10.305993	10.267719	10.344266	54.201003	0.999446	1991.228733	1209.370480	1991.728733	839.129520	16.346523	31.563857	1445205.529304	1491.812818	968.757951	19223.066406	2044.547589	749.406313	10.691558	10.351647	10.268420	10.434873	56.630302	0.998342	117.585114	1359.327002	118.085114	689.172998	16.357452	31.554613	5403489.561450	2488.717270	2171.194626	114679.687500	7644.373988	759.849594	7.363519	8.720776	8.364221	9.077330	80.748912	0.992589	214.504401	1972.299946	215.004401	76.200054	16.356934	31.508869	3626553.547515	2100.458881	1726.552984	73314.039062	5130.523764	754.473185	7.501731	8.755039	8.312802	9.197276	75.401296	0.986675	20.606712	1061.582092	21.106712	986.917908	16.357995	31.576880	1652978.107550	1583.321749	1043.993812	36016.542969	2338.485659	751.834908	7.171269	8.688493	8.319749	9.057237	84.941250	0.992593	1418.225081	1491.301264	1418.725081	557.198736	16.349885	31.543471	349925.354341	1064.855219	328.613081	6021.375977	495.043110	755.663624	9.726038	9.738444	9.623796	9.853091	59.323950	0.997589	0.999173	0.001148
ogg2m001-ep05-20210522-0157-e91.fits	3	0	59357.952274	2459357.952274	2459357.956643	1.018758	41.899000	-80	NaN	67	16.352143	31.578700	NaN	NaN	1.988306	0.864916	8.931421	15	30	45	0.140998	0.696038	0.151271	0.566422	0.611828	0.209345	0.038332	0.000162	0.000521	0.000166	0.000336	0.000464	0.000218	0.000117	870.869765	1335.488597	910.126587	1685.818614	1319.980770	960.768501	327.267736	9556070.017719	3576.002209	1048.776140	1038.120799	1049.276140	1010.379201	16.352000	31.577623	1347383.320427	706.858347	1462.705893	921.158058	26357.816406	1906.157473	764.717417	2950	9.058590	9.374443	9.317332	9.431554	89.761999	0.999852	1895.959359	888.290689	1896.459359	1160.209311	16.347050	31.587894	3921720.315606	2170.186856	1807.088779	58188.457031	5548.099321	761.648126	10.569587	10.269027	10.359448	10.178607	2.416006	0.999688	1991.011960	1209.652769	1991.511960	838.847231	16.346523	31.563858	1445552.465461	1493.342195	967.998139	21432.621094	2045.038403	758.096703	10.772261	10.264573	10.322255	10.206891	28.944509	0.999553	117.392757	1359.572290	117.892757	688.927710	16.357452	31.554609	5412767.180214	2491.235805	2172.723742	120352.078125	7657.499134	766.111772	7.460792	8.578368	8.353945	8.802790	80.063908	0.996909	214.292470	1972.493432	214.792470	76.006568	16.356934	31.508868	3627354.039362	2102.134453	1725.557580	76445.296875	5131.656229	759.746262	7.599385	8.594311	8.288284	8.900338	71.792992	0.992188	20.416758	1061.822847	20.916758	986.677153	16.357995	31.576878	1654213.646727	1585.628625	1043.254152	39197.207031	2340.233589	757.634283	7.320046	8.558047	8.292504	8.823589	88.642968	0.996148	1417.963830	1491.525391	1418.463830	556.974609	16.349885	31.543474	352782.016024	1069.996924	329.703766	6560.738281	499.084459	759.781067	9.739290	9.687088	9.574565	9.799610	62.088258	0.998290	1.000947	0.001149
ogg2m001-ep05-20210522-0158-e91.fits	4	0	59357.953087	2459357.953087	2459357.957456	1.018942	42.100000	-80	NaN	67	16.352141	31.578689	NaN	NaN	1.988306	0.864969	8.861792	15	30	45	0.140632	0.695228	0.151335	0.566508	0.612165	0.209660	0.038264	0.000162	0.000521	0.000166	0.000336	0.000464	0.000218	0.000117	867.627111	1334.854768	909.384108	1684.904740	1319.880201	962.228971	326.463785	9561154.003267	3578.650799	1048.587062	1037.986670	1049.087062	1010.513330	16.351999	31.577623	1344599.975385	706.858347	1465.750581	917.345688	28808.458984	1902.219845	776.406044	3101	8.862612	9.290591	9.265626	9.315557	288.726788	0.999954	1895.769840	888.108413	1896.269840	1160.391587	16.347049	31.587892	3921113.517938	2172.621721	1804.784275	67130.140625	5547.240878	774.670017	10.494254	10.173624	10.288443	10.058805	357.518954	0.999487	1990.780538	1209.416868	1991.280538	839.083132	16.346522	31.563858	1446938.816958	1496.114007	967.131389	26446.099609	2046.999690	768.927813	10.424894	10.205718	10.274630	10.136806	26.112824	0.999514	117.253304	1359.368427	117.753304	689.131573	16.357452	31.554619	5416471.528324	2494.842932	2171.067148	133806.828125	7662.739714	778.493600	7.508604	8.535704	8.313279	8.758130	84.042256	0.997167	214.132475	1972.326153	214.632475	76.173847	16.356934	31.508871	3630525.844877	2103.581893	1725.878064	90250.820312	5136.143415	771.486490	7.687478	8.580032	8.265763	8.894301	74.959619	0.992852	20.254646	1061.586921	20.754646	986.913079	16.357995	31.576892	1657152.667335	1585.407644	1045.253360	42346.417969	2344.391453	766.902362	7.418422	8.476700	8.273050	8.680350	89.791988	0.997694	1417.787309	1491.355777	1418.287309	557.144223	16.349885	31.543471	352361.973116	1071.392652	328.882201	7092.728516	498.490220	772.298004	9.636281	9.601603	9.596194	9.607011	48.465383	0.999913	0.998348	0.001151
ogg2m001-ep05-20210522-0159-e91.fits	5	0	59357.953945	2459357.953945	2459357.958313	1.019160	42.000000	-80	NaN	67	16.352141	31.578688	NaN	NaN	1.990176	0.865021	8.971550	15	30	45	0.140903	0.695205	0.150844	0.565743	0.612130	0.209532	0.038381	0.000162	0.000521	0.000167	0.000336	0.000464	0.000218	0.000118	868.115600	1333.673929	905.314237	1683.235561	1318.564992	960.350618	326.557096	9548511.973011	3577.646971	1048.475809	1038.057259	1048.975809	1010.442741	16.352000	31.577616	1345412.249644	706.858347	1465.532865	918.036219	29393.748047	1903.368978	773.042672	3016	8.912911	9.419461	9.363923	9.474999	285.613801	0.999810	1895.675325	888.182273	1896.175325	1160.317727	16.347050	31.587888	3915852.351134	2170.766620	1803.902969	65170.773438	5539.797850	773.666950	10.567856	10.290089	10.398836	10.181342	343.009959	0.999350	1990.672320	1209.484404	1991.172320	839.015596	16.346523	31.563857	1440335.380139	1496.653715	962.370498	24753.087891	2037.657737	770.148927	10.621678	10.343547	10.408433	10.278660	5.794320	0.999836	117.083071	1359.413126	117.583071	689.086874	16.357452	31.554611	5402001.980344	2490.561070	2168.989970	132911.000000	7642.269491	775.063145	7.652720	8.675008	8.442439	8.907576	89.532393	0.997128	213.972733	1972.350386	214.472733	76.149614	16.356934	31.508867	3625594.729927	2102.661031	1724.288735	92307.453125	5129.167315	770.214817	7.870675	8.704198	8.357715	9.050681	80.761039	0.992976	20.105670	1061.672092	20.605670	986.827908	16.357995	31.576879	1654126.478157	1585.940646	1042.993937	43486.000000	2340.110271	765.205646	7.490364	8.628400	8.388203	8.868598	274.845026	0.996815	1417.675036	1491.402288	1418.175036	557.097712	16.349885	31.543470	352938.413792	1072.818244	328.982487	7465.713379	499.305717	770.370769	9.684647	9.681742	9.631812	9.731672	65.790915	0.999758	1.000274	0.001152
ogg2m001-ep05-20210522-0160-e91.fits	6	0	59357.954758	2459357.954758	2459357.959127	1.019389	41.799000	-80	NaN	67	16.352141	31.578679	NaN	NaN	1.990253	0.865063	8.768166	15	30	45	0.140930	0.695507	0.151142	0.566818	0.611873	0.209617	0.038312	0.000162	0.000522	0.000166	0.000337	0.000464	0.000219	0.000117	868.874354	1333.576952	907.980253	1684.013632	1318.206642	959.294900	326.880482	9539804.106782	3574.985551	1048.465403	1037.914340	1048.965403	1010.585660	16.352000	31.577618	1344442.515108	706.858347	1463.017119	918.952005	25889.240234	1901.997084	765.376185	3010	8.778178	9.408193	9.338157	9.478228	289.198567	0.999639	1895.605781	888.130310	1896.105781	1160.369690	16.347050	31.587885	3913284.696769	2168.873391	1804.293747	61312.664062	5536.165362	767.914759	10.486241	10.269663	10.362236	10.177090	336.930007	0.999323	1990.647622	1209.441099	1991.147622	839.058901	16.346523	31.563853	1441868.379836	1493.241689	965.596119	22506.697266	2039.826488	762.867347	10.505231	10.303193	10.354139	10.252248	346.041646	0.999875	117.160902	1359.293980	117.660902	689.206020	16.357452	31.554609	5407336.530279	2490.830425	2170.897094	120535.054688	7649.816336	769.625263	7.354615	8.732598	8.536751	8.928445	272.477382	0.997975	214.037091	1972.204923	214.537091	76.295077	16.356934	31.508867	3621343.404086	2101.196205	1723.467516	77974.531250	5123.152919	763.047325	7.570959	8.756437	8.447042	9.065831	78.497664	0.994121	20.151803	1061.536507	20.651803	986.963493	16.357995	31.576879	1653172.728706	1587.119240	1041.618479	38400.753906	2338.760992	759.334090	7.342682	8.703200	8.512234	8.894166	279.867462	0.997828	1417.691745	1491.313368	1418.191745	557.186632	16.349885	31.543468	352003.277222	1068.895191	329.315054	6682.487793	497.982769	761.470152	9.339258	9.786186	9.645418	9.926954	73.797569	0.998839	1.000465	0.001151
ogg2m001-ep05-20210522-0161-e91.fits	7	0	59357.955572	2459357.955572	2459357.959941	1.019639	41.200000	-80	NaN	67	16.352141	31.578689	NaN	NaN	1.990253	0.865116	8.604824	15	30	45	0.140861	0.695642	0.151542	0.566150	0.612421	0.209378	0.038210	0.000162	0.000522	0.000167	0.000336	0.000464	0.000218	0.000117	870.526397	1333.852514	909.708154	1683.846776	1318.812008	959.128729	326.271764	9538288.935299	3573.448348	1048.499498	1038.059984	1048.999498	1010.440016	16.351999	31.577617	1343572.010566	706.858347	1459.012910	920.877397	26893.699219	1900.765572	758.047030	2907	8.732434	9.406688	9.303556	9.509820	76.423614	0.999393	1895.737957	888.248247	1896.237957	1160.251753	16.347049	31.587884	3913110.667891	2168.640668	1804.407123	63300.332031	5535.919161	761.361748	10.339603	10.194610	10.233515	10.155704	25.275104	0.999856	1990.735403	1209.526344	1991.235403	838.973656	16.346523	31.563856	1445447.374427	1493.785467	967.640539	23943.078125	2044.889730	757.009604	10.306576	10.233447	10.228111	10.238784	46.290852	0.999464	117.106498	1359.450600	117.606498	689.049400	16.357452	31.554611	5400099.598208	2488.352737	2170.150364	125653.726562	7639.578171	766.304904	7.134813	8.722908	8.491333	8.954484	82.572711	0.996987	214.011560	1972.404709	214.511560	76.095291	16.356934	31.508868	3622781.133241	2100.268931	1724.912977	84710.070312	5125.186890	757.992084	7.330077	8.795836	8.480059	9.111614	76.994817	0.993633	20.119634	1061.713205	20.619634	986.786795	16.357994	31.576878	1651353.454340	1585.801526	1041.336780	41977.503906	2336.187245	757.817618	7.042963	8.691775	8.452723	8.930828	84.206027	0.996852	1417.670759	1491.445019	1418.170759	557.054981	16.349885	31.543470	351043.679827	1068.005005	328.691044	7093.736816	496.625217	754.335505	9.347300	9.616250	9.516215	9.716284	74.849155	0.999419	0.999976	0.001149
ogg2m001-ep05-20210522-0162-e91.fits	8	0	59357.956385	2459357.956385	2459357.960754	1.019912	41.000000	-80	NaN	67	16.352141	31.578683	NaN	NaN	1.990633	0.865169	8.759584	15	30	45	0.140719	0.695984	0.151186	0.566373	0.611660	0.209706	0.038156	0.000162	0.000521	0.000166	0.000336	0.000463	0.000218	0.000117	868.389495	1335.229429	909.475836	1685.208341	1320.004833	962.333694	326.790577	9543236.186654	3570.913063	1048.421138	1037.980625	1048.921138	1010.519375	16.351999	31.577617	1342911.117698	706.858347	1462.522624	918.215620	24059.832031	1899.830600	758.420030	3009	8.837906	9.475585	9.497381	9.453789	324.558419	0.999803	1895.681660	888.097704	1896.181660	1160.402296	16.347049	31.587890	3916275.560799	2169.128426	1805.460439	54399.496094	5540.396569	760.499022	10.651652	10.355540	10.483375	10.227704	344.541235	0.999172	1990.667011	1209.408236	1991.167011	839.091764	16.346523	31.563858	1442803.061420	1491.723949	967.205134	20128.347656	2041.148792	755.867211	10.641651	10.375577	10.487416	10.263737	9.049016	0.999486	117.059839	1359.397137	117.559839	689.102863	16.357452	31.554608	5405032.910728	2489.304203	2171.302689	117705.437500	7646.557381	763.550747	7.028385	8.730805	8.563620	8.897990	87.756488	0.998525	213.944328	1972.329686	214.444328	76.170314	16.356934	31.508866	3621864.474159	2099.174091	1725.375942	76377.984375	5123.890082	756.103782	7.536791	8.816093	8.537094	9.095091	77.042954	0.995058	20.087602	1061.655392	20.587602	986.844608	16.357994	31.576876	1654349.270748	1582.621963	1045.321820	38447.285156	2340.425458	755.170888	7.048080	8.734714	8.552324	8.917103	274.699951	0.998210	1417.679724	1491.412570	1418.179724	557.087430	16.349885	31.543466	350746.880949	1065.400316	329.216048	6129.793945	496.205332	754.307139	9.572622	9.758589	9.750455	9.766723	51.883213	0.999951	0.998966	0.001150
ogg2m001-ep05-20210522-0163-e91.fits	9	0	59357.957198	2459357.957198	2459357.961567	1.020206	41.200000	-80	NaN	67	16.352140	31.578680	NaN	NaN	1.990633	0.865222	8.900095	15	30	45	0.141183	0.696093	0.151352	0.566187	0.611777	0.209626	0.038126	0.000162	0.000522	0.000167	0.000336	0.000464	0.000218	0.000117	870.805224	1334.357360	907.456915	1684.378162	1319.058846	960.804189	326.590464	9546521.557434	3574.778632	1048.341184	1037.928989	1048.841184	1010.571011	16.351999	31.577618	1347805.570920	706.858347	1463.171234	921.153683	22108.228516	1906.754835	761.046549	3073	8.963837	9.604675	9.544198	9.665152	280.258111	0.999819	1895.498975	888.084833	1895.998975	1160.415167	16.347049	31.587882	3917985.077786	2170.990874	1804.699009	51989.089844	5542.815041	765.677437	10.744404	10.366266	10.369740	10.362793	31.921278	0.999998	1990.531982	1209.379866	1991.031982	839.120134	16.346523	31.563851	1444880.619908	1497.486211	964.870734	19365.867188	2044.087936	759.895063	10.721580	10.388383	10.386573	10.390193	45.489073	0.999583	116.933984	1359.337559	117.433984	689.162441	16.357452	31.554617	5405112.903943	2490.165082	2170.584168	102142.679688	7646.670548	768.717107	7.381015	8.849370	8.590288	9.108452	88.327312	0.996566	213.798940	1972.275217	214.298940	76.224783	16.356934	31.508874	3623540.671880	2101.552475	1724.220887	65646.250000	5126.261417	760.537335	7.511735	8.914704	8.563308	9.266100	79.590681	0.992909	19.941419	1061.553430	20.441419	986.946570	16.357994	31.576888	1654395.863833	1585.498982	1043.454384	33212.820312	2340.491374	758.273712	7.157492	8.810996	8.549323	9.072668	272.938199	0.996441	1417.492778	1491.297955	1417.992778	557.202045	16.349885	31.543469	350599.943935	1065.603618	329.015347	5758.507324	495.997459	758.548345	9.820606	9.858701	9.722012	9.995391	66.608224	0.998361	1.002262	0.001151
ogg2m001-ep05-20210522-0164-e91.fits	10	0	59357.958011	2459357.958011	2459357.962380	1.020521	41.399000	-80	NaN	67	16.352141	31.578705	NaN	NaN	1.994777	0.865265	8.913920	15	30	45	0.140987	0.694892	0.151244	0.566290	0.612194	0.209900	0.038201	0.000162	0.000521	0.000167	0.000336	0.000464	0.000218	0.000117	869.306459	1332.743532	906.607084	1683.253690	1318.071120	960.679399	325.400550	9547791.731972	3579.211289	1048.427968	1038.300496	1048.927968	1010.199504	16.352000	31.577615	1346113.036760	706.858347	1463.960596	919.500867	24333.851562	1904.360389	772.082852	3012	8.911397	9.412170	9.298726	9.525615	64.048345	0.998474	1895.635424	888.430657	1896.135424	1160.069343	16.347049	31.587887	3914517.268004	2172.666129	1801.711370	56205.613281	5537.909094	776.427319	10.593073	10.238287	10.226863	10.249711	47.180101	0.999138	1990.617351	1209.715261	1991.117351	838.784739	16.346523	31.563857	1444043.909802	1497.988831	963.988436	20465.449219	2042.904234	771.008502	10.637341	10.294239	10.262156	10.326323	49.474777	0.998394	117.026141	1359.660381	117.526141	688.839619	16.357452	31.554610	5406817.606425	2491.892221	2169.763829	111113.687500	7649.082209	779.075016	7.583443	8.754569	8.481457	9.027681	78.972538	0.995477	213.925397	1972.579412	214.425397	75.920588	16.356934	31.508868	3625556.077374	2102.909722	1724.066440	73653.921875	5129.112633	770.616702	7.802049	8.792164	8.421199	9.163130	73.893712	0.990088	20.035521	1061.916497	20.535521	986.583503	16.357995	31.576878	1656404.927310	1587.279241	1043.549796	36965.078125	2343.333617	770.143828	7.301328	8.696952	8.382685	9.011220	82.790745	0.994446	1417.594753	1491.653142	1418.094753	556.846858	16.349885	31.543469	351313.459284	1071.723218	327.802415	6165.041016	497.006877	769.311362	9.568809	9.709640	9.539691	9.879590	58.957229	0.994412	1.000870	0.001151
ogg2m001-ep05-20210522-0165-e91.fits	11	0	59357.958824	2459357.958824	2459357.963193	1.020860	41.500000	-80	NaN	67	16.352140	31.578681	NaN	NaN	1.994777	0.865318	8.319751	15	30	45	0.140838	0.695749	0.151406	0.566276	0.612317	0.209688	0.037985	0.000162	0.000523	0.000167	0.000337	0.000465	0.000219	0.000118	866.756652	1331.016507	905.507822	1681.574951	1316.139377	958.400640	321.776573	9558905.626143	3589.316742	1048.373560	1037.968533	1048.873560	1010.531467	16.351999	31.577615	1346261.375141	706.858347	1468.652314	916.664457	27734.642578	1904.570245	786.928796	2956	8.445898	9.173413	9.111828	9.234998	59.278563	0.999211	1895.526245	888.129099	1896.026245	1160.370901	16.347050	31.587883	3921924.425016	2177.325698	1801.257583	65491.886719	5548.388077	792.087459	10.091952	9.951835	9.982687	9.920982	40.160449	0.998640	1990.564365	1209.424118	1991.064365	839.075882	16.346523	31.563854	1447272.755428	1503.073916	962.875305	23847.109375	2047.472116	786.543492	10.164863	9.989344	9.991702	9.986986	44.766639	0.996642	116.878285	1359.372651	117.378285	689.127349	16.357452	31.554610	5412980.323963	2496.134565	2168.545077	128632.875000	7657.800670	793.955238	6.907167	8.430155	8.196466	8.663843	76.164299	0.996087	213.787921	1972.329183	214.287921	76.170817	16.356934	31.508867	3630228.615614	2107.990978	1722.127207	84950.523438	5135.722922	786.361294	6.955944	8.482962	8.167846	8.798079	70.742798	0.991009	19.922281	1061.644368	20.422281	986.855632	16.357995	31.576876	1656948.369979	1591.834333	1040.905033	41065.343750	2344.102431	785.903152	6.720578	8.404401	8.169976	8.638827	81.307286	0.996588	1417.592072	1491.346313	1418.092072	557.153687	16.349885	31.543469	349804.215534	1079.298369	324.103349	7056.657227	494.871733	786.359992	8.951857	9.324894	9.316296	9.333492	46.038176	0.997410	0.999817	0.001154
ogg2m001-ep05-20210522-0166-e91.fits	12	0	59357.959637	2459357.959637	2459357.964006	1.021220	41.700000	-80	NaN	67	16.352140	31.578700	NaN	NaN	1.993183	0.865371	8.117002	15	30	45	0.141084	0.695782	0.151349	0.566418	0.611355	0.209930	0.038193	0.000163	0.000524	0.000168	0.000338	0.000466	0.000220	0.000119	864.230660	1327.705251	901.446103	1677.634837	1312.665694	955.000522	321.269489	9546787.009945	3594.668249	1048.305073	1038.165353	1048.805073	1010.334647	16.352000	31.577620	1346896.647799	706.858347	1473.667925	913.975682	25070.517578	1905.468972	804.484847	2997	8.202802	9.111543	9.120178	9.102908	43.538944	0.998618	1895.505753	888.323964	1896.005753	1160.176036	16.347049	31.587891	3917062.805223	2178.550520	1798.013298	58076.339844	5541.510292	807.052349	9.840540	9.929005	10.008888	9.849122	31.338740	0.998771	1990.533773	1209.614531	1991.033773	838.885469	16.346523	31.563859	1444898.136786	1507.710833	958.339030	21685.988281	2044.112718	803.403813	9.984821	9.965593	10.044496	9.886690	36.247179	0.997229	116.983732	1359.509509	117.483732	688.990491	16.357453	31.554614	5407475.899828	2498.768640	2164.056253	119819.882812	7650.013503	811.904573	6.670275	8.464160	8.315290	8.613030	72.774953	0.998181	213.856572	1972.447180	214.356572	76.052820	16.356935	31.508867	3622091.319108	2108.610167	1717.762427	82331.710938	5124.211002	801.046757	6.899227	8.516132	8.301599	8.730664	65.579149	0.994147	20.021295	1061.769740	20.521295	986.730260	16.357995	31.576885	1656421.996539	1597.301354	1037.012830	40730.167969	2343.357765	801.435015	6.442423	8.464499	8.333047	8.595951	71.977789	0.998525	1417.563406	1491.555132	1418.063406	556.944868	16.349885	31.543468	351210.889075	1085.333591	323.597180	6581.451172	496.861769	802.167686	8.778923	9.361565	9.311636	9.411493	48.718756	0.993210	1.001558	0.001159
ogg2m001-ep05-20210522-0167-e91.fits	13	0	59357.960451	2459357.960451	2459357.964820	1.021603	42.000000	-80	NaN	67	16.352140	31.578695	NaN	NaN	1.993183	0.865414	8.278709	15	30	45	0.141046	0.695366	0.151310	0.567212	0.613005	0.209331	0.038106	0.000164	0.000525	0.000168	0.000339	0.000468	0.000220	0.000119	862.039515	1324.770964	899.753857	1675.601558	1310.226430	950.937399	320.133761	9522637.754632	3593.562523	1048.284276	1038.162706	1048.784276	1010.337294	16.351999	31.577616	1343132.960148	706.858347	1473.339997	911.624583	27402.333984	1900.144443	805.539063	3044	8.479266	9.373178	9.248550	9.497807	56.384305	0.995280	1895.528089	888.308129	1896.028089	1160.191871	16.347049	31.587881	3905774.107846	2177.156665	1793.979354	64321.898438	5525.540052	810.447401	10.224432	10.169668	10.153360	10.185976	46.220867	0.994333	1990.560750	1209.620885	1991.060750	838.879115	16.346523	31.563850	1440866.118162	1506.263395	956.583107	23732.898438	2038.408578	803.570181	10.218509	10.200600	10.179233	10.221966	46.339782	0.991970	116.864737	1359.554156	117.364737	688.945844	16.357452	31.554616	5401354.028815	2497.286434	2162.889268	133110.796875	7641.352827	812.994246	6.623424	8.669434	8.380801	8.958067	69.549312	0.992256	213.766489	1972.509788	214.266489	75.990212	16.356934	31.508874	3618974.116362	2109.025345	1715.946243	83554.992188	5119.801063	806.452048	6.865690	8.723209	8.376700	9.069718	65.946737	0.985889	19.882272	1061.770374	20.382272	986.729626	16.357994	31.576886	1648336.201525	1597.027661	1032.127522	42533.507812	2331.918705	804.955605	6.407284	8.613429	8.301263	8.925595	74.897869	0.992984	1417.515745	1491.528893	1418.015745	556.971107	16.349885	31.543469	349553.328899	1084.064209	322.447071	6733.045898	494.516801	803.706020	9.132359	9.619667	9.504192	9.735142	51.761325	0.989461	1.001293	0.001162
